Time (s): 0
600	N: 1. 
20	P: 1. 
Time (s): 1
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 2
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 3
6	P: 1. N: 1. 
14	P: 1. 
594	N: 1. 
Time (s): 4
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 5
1	P: 2. 
3	P: 1. N: 1. 
15	P: 1. 
597	N: 1. 
Time (s): 6
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 7
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 8
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 9
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 10
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 11
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 12
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 13
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 14
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 15
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 16
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 17
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 18
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 19
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 20
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 21
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 22
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 23
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 24
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 25
600	N: 1. 
20	P: 1. 
Time (s): 26
600	N: 1. 
20	P: 1. 
Time (s): 27
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 28
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 29
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 30
5	P: 1. N: 1. 
15	P: 1. 
595	N: 1. 
Time (s): 31
600	N: 1. 
20	P: 1. 
Time (s): 32
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 33
